YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202601,209758,1308089,2,3.94,"NNE","LINCOLN",38.93,-121.2448,3855800,12114688
202601,209758,1308089,3,3.69,"NNE","LINCOLN",38.9255,-121.2442,3855530,12114652
202601,209758,1308089,4,3.57,"NNE","LINCOLN",38.9257,-121.249,3855542,12114940
202601,209758,1308090,1,1.29,"WNW","CAMANCHE",38.18,-120.92,3810800,12055200
202601,209758,1308090,2,1.19,"WNW","CAMANCHE",38.1765,-120.9202,3810590,12055212
202601,209758,1308090,3,.97,"WNW","CAMANCHE",38.1765,-120.9158,3810590,12054948
202601,209758,1308090,4,1.05,"NW","CAMANCHE",38.1804,-120.9141,3810824,12054846
202601,209758,1308091,1,.54,"W","LARCHMONT RIVERIA",38.55,-121.34,3833000,12120400
202601,209758,1308091,2,.87,"SW","LARCHMONT RIVERIA",38.5424,-121.3429,3832544,12120574
202601,209758,1308091,3,.69,"S","LARCHMONT RIVERIA",38.5402,-121.3323,3832412,12119938
202601,209758,1308091,4,.18,"SSW","LARCHMONT RIVERIA",38.5475,-121.3309,3832850,12119854
202601,209758,1308092,1,2.23,"WSW","(CIC)CHICO MUNI ARPT",39.79,-121.89,3947400,12153400
202601,209758,1308092,2,2.57,"WSW","(CIC)CHICO MUNI ARPT",39.7876,-121.8957,3947256,12153742
202601,209758,1308092,3,3.31,"W","(CIC)CHICO MUNI ARPT",39.7991,-121.9124,3947946,12154744
202601,209758,1308092,4,2.73,"W","(CIC)CHICO MUNI ARPT",39.8029,-121.9013,3948174,12154078
202601,209758,1308095,1,1.67,"WSW","CLIPPER GAP",38.9581,-121.0471,3857486,1212826
202601,209758,1308095,2,2.27,"SSE","CLIPPER GAP",38.9406,-121.0013,3856436,12178
202601,209781,1312037,1,.78,"SSW","TINLEY PARK",41.559,-87.793,4133540,8747580
202601,209781,1312037,2,.6,"ENE","SOUTH SHORE",41.763,-87.559,4145780,8733540
202601,209781,1312037,3,2.29,"S","BURR RIDGE",41.717,-87.915,4143020,8754900
202601,209781,1312037,4,2.07,"NE","LEMONT",41.687,-87.967,4141220,8758020
202601,209781,1312037,5,1.82,"NW","LEMONT",41.685,-88.029,4141100,881740
202601,209781,1312037,6,2.41,"SW","LEMONT",41.642,-88.028,4138520,881680
202601,209781,1312037,7,3.34,"WNW","ORLAND PARK",41.644,-87.912,4138640,8754720
202601,209781,1312037,8,2.73,"SSW","ALPINE",41.557,-87.909,4133420,8754540
202601,209781,1312077,1,2.29,"S","BURR RIDGE",41.717,-87.915,4143020,8754900
202601,209781,1312077,2,.6,"ENE","SOUTH SHORE",41.763,-87.559,4145780,8733540
202601,209781,1312077,3,.4,"SW","NORTHERLY ISLAND",41.8554,-87.6146,4151324,8736876
202601,209781,1312077,4,.59,"SSE","GOLD COAST",41.9027,-87.6241,4154162,8737446
202601,209781,1312077,5,.65,"NNE","ROGERS PARK",42.0179,-87.6633,421074,8739798
202601,209781,1312077,6,.39,"S","BENSENVILLE",41.9444,-87.9203,4156664,8755218
202601,209781,1312077,7,1.05,"W","BERKELEY",41.8898,-87.9205,4153388,8755230
202601,209781,1312082,1,3.05,"S","AURORA",41.726,-88.2649,4143560,8815894
202601,209781,1312082,2,1.9,"SSW","(DPA) DUPAGE AIRPORT",41.874,-88.262,4152440,8815720
202601,209781,1312082,3,.63,"SE","BENSENVILLE",41.9444,-87.9203,4156664,8755218
202601,209781,1312082,4,1.23,"SE","ELMHURST",41.8898,-87.9205,4153388,8755230
202601,209781,1312082,5,.8,"ESE","PALISADES",41.717,-87.915,4143020,8754900
202601,209781,1312082,6,2.37,"S","ARGONNE NATIONAL LABORATORY",41.6857,-87.9828,4141142,8758968
202601,209781,1312082,7,.99,"S","BOLINGBROOK",41.6857,-88.0307,4141142,881842
202601,209781,1312082,8,1.68,"SE","WOODRIDGE",41.7304,-88.0307,4143824,881842
202601,209781,1312084,1,1.49,"NNW","IDYLSIDE",41.5402,-88.1301,4132412,887806
202601,209781,1312084,2,.89,"SW","FOREST PARK",41.5402,-88.0612,4132412,883672
202601,209781,1312084,3,1.37,"NE","PRESTON HEIGHTS",41.504,-88.0612,4130240,883672
202601,209781,1312084,4,.59,"WNW","ROCKDALE",41.504,-88.1301,4130240,887806
202601,209781,1312095,1,2.42,"WNW","WHEELING",42.1586,-87.9701,429516,8758206
202601,209781,1312095,2,1.77,"NW","NORTH NORTHFIELD",42.1586,-87.9037,429516,8754222
202601,209781,1312095,3,1.77,"SE","MT PROSPECT",42.0534,-87.9037,423204,8754222
202601,209781,1312095,4,2.36,"WSW","MT PROSPECT",42.0534,-87.9701,423204,8758206
202601,209781,1312098,1,.76,"ENE","BRIGHTON PARK",41.8249,-87.6867,4149494,8741202
202601,209781,1312100,1,.99,"NNE","(MDW) CHICAGO MIDWAY AIRPORT",41.793,-87.7421,4147580,8744526
202601,209781,1312104,1,.52,"NW","BUCKTOWN",41.9249,-87.6877,4155494,8741262
202601,209782,1308702,1,0,"N","HARRISON-DEVER CRIB",41.92,-87.57,4155200,8734200
202601,209821,1308431,1,.54,"S","ELKTON",32.3123,-95.2712,3218738,9516272
202601,209821,1308431,2,.44,"SSE","ELKTON",32.3138,-95.2682,3218828,9516092
202601,209821,1308431,3,.49,"SSE","ELKTON",32.3131,-95.2677,3218786,9516062
202601,209821,1308431,4,.58,"S","ELKTON",32.3117,-95.2709,3218702,9516254
202601,209822,1308441,1,1.41,"NNE","COUSHATTA ARPT",31.999,-93.2911,3159940,9317466
202601,209822,1308441,2,1.71,"NNE","COUSHATTA ARPT",32.0015,-93.2855,3290,9317130
202601,209822,1308446,1,3.95,"E","HALFWAY",32.1121,-93.3032,326726,9318192
